Domain	Phylum	Class	Order	Family	Genus	Species	A1	A16	A16B	A16S	A19	A19B	A19S	A2	B10	B10B	B10S	B6	B6B	B6S
ecd64d69b52979fe4fabad2e8b57581c	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter_A	Unassigned	0	0	0	0	31	0	0	0	0	0	0	0	0	0
b51dd970909307696eea6ff5ef15e2f9	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Beijerinckiaceae	Unassigned	Unassigned	0	0	0	0	31	0	0	0	0	0	0	0	0	0
deeec529308b2e5ff6de6e61c800ea64	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	0	0	0	0	0	31	0	0	0	0	0	0	0	0
8ba34dd419c2ae8bb4996d96fd6d3079	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unassigned	0	0	0	0	0	0	31	0	0	0	0	0	0	0
67c78bdf227f64c08dc6e151963d1649	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	GWC2-73-18	Unassigned	0	0	0	0	0	0	31	0	0	0	0	0	0	0
3edd28f8d68fa1ad7701d91b9e178989	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Unassigned	Unassigned	0	0	0	0	0	0	31	0	0	0	0	0	0	0
198e2c609f85494993eb6f55c32c2e67	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsis	Micropepsis pineolensis	0	0	0	0	0	0	31	0	0	0	0	0	0	0
78762687c77caee11d3fe6c05a8dab98	Bacteria	Patescibacteria	Paceibacteria	2-02-FULL-40-12	GWA2-44-9	2-01-FULL-39-28	Unassigned	0	0	0	0	0	0	31	0	0	0	0	0	0	0
3864af59e379644a0bd59a3e8423c7f2	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	W498	W498	Unassigned	0	0	0	0	0	0	31	0	0	0	0	0	0	0
6facfdab542511196665f5085af73435	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	31	0	0	0	0	0	0	0
4de920d04b7a72f0c7df68ac41b108d6	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Aquisphaera	Unassigned	0	0	0	0	0	0	0	0	0	0	31	0	0	0
ba85578723de9416647dd83cdfad5c32	Bacteria	Patescibacteria	Paceibacteria	Moranbacterales	GWC2-37-73	UBA1362	UBA1362 sp002306085	0	0	0	0	0	0	0	0	0	0	31	0	0	0
0823ea1bdc6a000fdb6419ec170f8426	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Aquisphaera	Unassigned	0	0	0	0	0	0	0	0	0	0	31	0	0	0
c09ec2db12a6edd8cf0553402da64383	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter_487856	Caulobacter daechungensis	0	0	0	0	0	0	0	0	0	0	31	0	0	0
d2bdd70ef5437201bb8af0a1c709586b	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	31	0
61b8fc06d71d94d55e5a68e7ba2768a8	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	0	0	0	0	0	0	0	31	0
20ab264ffcc979c644d3364c5833d185	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	31	0
6fa9005638b75c29722f7741b5ac7cda	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	31
b16c020b36be88255125cffb82a1fcb7	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Palsa-187	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	31
ba31ae92c9a49b7c32defbd537051baf	Bacteria	Pseudomonadota	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	31
2e4619167006a1445f98a921995666ce	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA5150	UBA5150 sp002792275	0	0	0	0	0	0	0	0	0	0	0	0	0	31
a06b3b6edb09db779c0e7f1bc29b3caa	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Unassigned	Unassigned	30	0	0	0	0	0	0	0	0	0	0	0	0	0
370ab32a319356573652ef7db4da13ca	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	30	0	0	0	0	0	0	0	0	0	0	0	0	0
8d54a9c3214b210e5863bc1ad78ba32a	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	0	30	0	0	0	0	0	0	0	0	0	0	0	0
e0479afa4a2346050486829a47e03d83	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Granulicella_C_415415	Unassigned	0	30	0	0	0	0	0	0	0	0	0	0	0	0
4910f67446512164950fd84c3445b370	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Unassigned	Unassigned	0	30	0	0	0	0	0	0	0	0	0	0	0	0
ecb91ebd90f181590bc061cd63983335	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Unassigned	Unassigned	0	30	0	0	0	0	0	0	0	0	0	0	0	0
52d2113a44a469583783393a9542d73f	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsis	Micropepsis pineolensis	0	0	0	30	0	0	0	0	0	0	0	0	0	0
eff0b685550abcc9d6b0ddfa0c343a25	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	0	0	0	30	0	0	0	0	0	0	0	0	0	0
362731a754848e69475c2bdc45946a7e	Bacteria	Pseudomonadota	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia_A	Unassigned	0	0	0	30	0	0	0	0	0	0	0	0	0	0
a1e2f5969916048f7f16abb5b3c3fa57	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	UBA2421	UBA2421 sp002343075	0	0	0	30	0	0	0	0	0	0	0	0	0	0
e52420ffcf88a65915d0a3ac4ea50a22	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	SURF-56	Unassigned	0	0	0	30	0	0	0	0	0	0	0	0	0	0
aee6a28db6a8c9e8cab1d71d4390978d	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Bog-159	Bog-159 sp003166475	0	0	0	30	0	0	0	0	0	0	0	0	0	0
d0823b936a451f46052cf48cf0009319	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nakamurellaceae	Nakamurella	Nakamurella flavida	0	0	0	30	0	0	0	0	0	0	0	0	0	0
0ccfa95ae25f5cb35dd328ee429255b8	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA10212	UBA10212	UBA10212 sp001790525	0	0	0	30	0	0	0	0	0	0	0	0	0	0
788726d647a106c4772220fc31478eaa	Bacteria	Pseudomonadota	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	30	0	0	0	0	0	0	0	0	0	0
4e50c043eb705997b541cee563aaa68e	Bacteria	Nitrospirota_A_437815	Nitrospiria	Nitrospirales	Nitrospiraceae	Palsa-1315	Unassigned	0	0	0	30	0	0	0	0	0	0	0	0	0	0
66dd238a6f6daab491d2986643b396c4	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	Unassigned	Unassigned	0	0	0	30	0	0	0	0	0	0	0	0	0	0
f145c006e8e9162dfdc387a7508576ab	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	Palsa-1233	Palsa-1233 sp003169895	0	0	0	30	0	0	0	0	0	0	0	0	0	0
cbbebf0fed58fcdd88e5173b3758fc7d	Bacteria	Cyanobacteriota	Chloroplast	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	30	0	0	0	0	0	0	0	0	0	0
30b6ddba1e378afed9f1111dc78f4d45	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	0	0	0	30	0	0	0	0	0	0	0	0	0	0
e2f815b06c3581487f4ea8af4142accc	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Palsa-187	Unassigned	0	0	0	0	30	0	0	0	0	0	0	0	0	0
6ee6d57eb4f930974ce6834e223b2f40	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unassigned	0	0	0	0	0	30	0	0	0	0	0	0	0	0
080476ba4ceaaaec11d04418e2a81090	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	30	0	0	0	0	0	0	0	0
05f51a8261ebcd92c85d1928104dfa9a	Bacteria	Patescibacteria	Paceibacteria	Moranbacterales	2-12-FULL-40-10	BMS3ABIN15	BMS3ABIN15 sp002923195	0	0	0	0	0	0	30	0	0	0	0	0	0	0
ad5dfdafb906c7338299858b49a64466	Bacteria	Chloroflexota	Dehalococcoidia	UBA2979	UBA2979	Unassigned	Unassigned	0	0	0	0	0	0	30	0	0	0	0	0	0	0
fe81030256f1ea1431cb39cc0a8122e8	Bacteria	Patescibacteria	ABY1	BM507	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	30	0	0	0	0	0	0	0
04bc9201106550b41f7cacff47750544	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Asprobacter	Unassigned	0	0	0	0	0	0	30	0	0	0	0	0	0	0
fda60b481b6ed5cc103847ca6def1167	Bacteria	Nitrospirota_A_437815	Thermodesulfovibrionia	Thermodesulfovibrionales	Dissulfurispiraceae	Fen-1308	Unassigned	0	0	0	0	0	0	30	0	0	0	0	0	0	0
713553958f88b18f929779e765419f77	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Fen-178	Unassigned	0	0	0	0	0	0	30	0	0	0	0	0	0	0
0417d57709b535e5e1399c3f2037cb50	Bacteria	Pseudomonadota	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	30	0	0	0	0	0	0	0
ac268a724e24e78f3cdf936164c06de0	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA10027	SDRW01	SDRW01 sp007845485	0	0	0	0	0	0	30	0	0	0	0	0	0	0
66f1b9712b35e882768a0332a043b760	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Unassigned	0	0	0	0	0	0	0	0	0	30	0	0	0	0
3eb8f63455ae2a7d7a55a0485db98175	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	30	0	0	0	0
9831874c6386f2ee599257f661e3e604	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	UBA2421	UBA2421 sp002343075	0	0	0	0	0	0	0	0	0	30	0	0	0	0
8ed75ea611f27a1ee48ce89e82ee4568	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Jatrophihabitantaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	30	0	0	0	0
b37208258e36bef1d393e85554db4519	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Acidicapsa	Acidicapsa dinghuensis	0	0	0	0	0	0	0	0	0	30	0	0	0	0
1ee6037eb6eb5c50601e1d2f9c5f446e	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA2103	C7867-001	C7867-001 sp001781625	0	0	0	0	0	0	0	0	0	0	30	0	0	0
a9eb13da74d93a1afe07fa415d3a7f61	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Devosiaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	30	0	0
3f244a165d99619dc481ab99667e887b	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Pseudolabrys_502538	Unassigned	0	0	0	0	0	0	0	0	0	0	0	30	0	0
0c557e91281ff1e4ac8354d357192161	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	GCA-2746885	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	30	0
5a55df6b8eb014d10ea78b606615d14f	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	30	0
09f5c2f9cc9c15406ac2c82f661d15b3	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	30	0
cba500d136bfb574956cc7f7a986e0f2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	0	0	0	0	0	0	0	30	0
8422ba5dff283ee306edd4e89721562c	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	30
73e7a333b13b071039bf73836c34582f	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Koribacteraceae	Bog-257	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	30
0edf92bb89e2aee30f6114717d25e0c9	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	GCA-2746885	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	30
4ae1e5be2dc6388cb92370f18cafd6d5	Bacteria	Nitrospirota_A_437815	Nitrospiria	Nitrospirales	Nitrospiraceae	Palsa-1315	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	30
253a417251dc7dc4b508d99b834fb24a	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	SbA1	Gp1-AA122	Gp1-AA122 sp003225055	0	0	0	0	0	0	0	0	0	0	0	0	0	30
52d589bc943c5980f43e14d8174895f1	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Bog-159	Bog-159 sp003166475	0	0	0	0	0	0	0	0	0	0	0	0	0	30
7182b3406f3587343c887ec30164b1a5	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Hyphomicrobiaceae	Hyphomicrobium_A_496632	Hyphomicrobium_A album	0	0	0	0	0	0	0	0	0	0	0	0	0	30
e3f9e94da17e275650afd815bd7155ea	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	30
59ba503fd29fe382efd497cf70d1c064	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	30
79d23d9ab411a488fe2371bc0c8fe21c	Bacteria	Acidobacteriota	Terriglobia	Acidoferrales	UBA7541	JAAFGT01	JAAFGT01 sp010365215	0	0	0	0	0	0	0	0	0	0	0	0	0	30
04d5ecdcb451cb17d4dac65b836d63fa	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	29	0	0	0	0	0	0	0	0	0	0	0	0	0
f0841acdf8ac56187432aeea06162ebd	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Unassigned	Unassigned	29	0	0	0	0	0	0	0	0	0	0	0	0	0
6feffb60e12a0c09a9808d21f309875b	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	29	0	0	0	0	0	0	0	0	0	0	0	0	0
dfcf54eeb332317309c48753b411575c	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Sphingobium_A_485959	Unassigned	0	29	0	0	0	0	0	0	0	0	0	0	0	0
814b6597fb6db6406f6d659917202c47	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas	Unassigned	0	29	0	0	0	0	0	0	0	0	0	0	0	0
a6869c13ddf35eeb1c29006b3dd8858a	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	Blastocatella	Unassigned	0	29	0	0	0	0	0	0	0	0	0	0	0	0
8920e2c0f8c88234837f7bed597d9fd2	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Sphingomonas_N_483429	Unassigned	0	29	0	0	0	0	0	0	0	0	0	0	0	0
9a1a3de83053bee877b0cda3665af924	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Tundrisphaera	Tundrisphaera lichenicola	0	29	0	0	0	0	0	0	0	0	0	0	0	0
4cc4add535f8eb37f890e8f8105d1918	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Beijerinckiaceae	Methylobacterium	Unassigned	0	29	0	0	0	0	0	0	0	0	0	0	0	0
7c9534d8d62cde047e406c8283828f80	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Singulisphaera	Singulisphaera rosea	0	0	0	29	0	0	0	0	0	0	0	0	0	0
a69f882e1f89e67478918837238c4743	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	AWTP1-31	AWTP1-31	Unassigned	0	0	0	29	0	0	0	0	0	0	0	0	0	0
d305eb99765716f0a343443b1a7d46a3	Bacteria	Planctomycetota	Phycisphaerae	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	29	0	0	0	0	0	0	0	0	0	0
036c573b202a220188a50ce882026ab6	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	GWC2-73-18	Unassigned	0	0	0	29	0	0	0	0	0	0	0	0	0	0
6d80ddc876cd54bb64c73d3bc8961de3	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsis	Micropepsis pineolensis	0	0	0	29	0	0	0	0	0	0	0	0	0	0
c855e24ea5dedc11e96b3a2c0587aca5	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA5150	UBA5150 sp002792275	0	0	0	29	0	0	0	0	0	0	0	0	0	0
0a8046ace81dac65d434e1ee178d42e7	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Occallatibacter	Occallatibacter riparius	0	0	0	29	0	0	0	0	0	0	0	0	0	0
6e7edf04a4cb636adeb10381bd420bc4	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Tundrisphaera	Tundrisphaera lichenicola	0	0	0	0	29	0	0	0	0	0	0	0	0	0
5588dd711062352712e7c17755850213	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Unassigned	Unassigned	0	0	0	0	0	29	0	0	0	0	0	0	0	0
223f2835ea0c2247c11191b6dd36d3ef	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Unassigned	Unassigned	0	0	0	0	0	29	0	0	0	0	0	0	0	0
76fee0250fdf334debba00e00f78768b	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	29	0	0	0	0	0	0	0	0
2e0409c0a1e696c2b8b35879cc5af967	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA10212	21-14-0-10-47-8-A	Unassigned	0	0	0	0	0	0	29	0	0	0	0	0	0	0
eb19ed41e0ce2b90bed77a6df71bc915	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	29	0	0	0	0	0	0	0
cbf6003a140e51981f65feca0851766d	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	GWC2-73-18	Unassigned	0	0	0	0	0	0	29	0	0	0	0	0	0	0
af293309110e5d4129ca068f2fb715fd	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	UBA1222	SURF-27	SURF-27 sp003597995	0	0	0	0	0	0	29	0	0	0	0	0	0	0
b5b4ec867d5c3b48a4ed00209b4e5a9a	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	29	0	0	0	0	0	0	0
544301e50cf2bc078066d193f16aa9e0	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	29	0	0	0	0	0	0	0
f1725c29646b84f85185136417de49de	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	SbA1	Gp1-AA122	Gp1-AA122 sp003225055	0	0	0	0	0	0	29	0	0	0	0	0	0	0
c5185f41c1eb726ab19d1c25257e5c6a	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Unassigned	0	0	0	0	0	0	29	0	0	0	0	0	0	0
540444e7f2b05a282898be02dc44387c	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae	JAAUSQ01	JAAUSQ01 sp012033195	0	0	0	0	0	0	29	0	0	0	0	0	0	0
0a16d25ba7ee069f685451cb666bb83e	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Bog-375	Unassigned	0	0	0	0	0	0	29	0	0	0	0	0	0	0
3a2fdcc19c86e574e67f8c5f1a72f50e	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA2103	C7867-001	Unassigned	0	0	0	0	0	0	29	0	0	0	0	0	0	0
83803fc1aef8ad26e5168ab71c627b03	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Jatrophihabitantaceae	Jatrophihabitans_A_372606	Jatrophihabitans_A_372606 soli	0	0	0	0	0	0	0	0	0	29	0	0	0	0
a16e3db66f87b542ea1d5089e3badbe5	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Tundrisphaera	Tundrisphaera lichenicola	0	0	0	0	0	0	0	0	0	29	0	0	0	0
0bfceef13ce6d832dabcd343bb80c66c	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA2103	C7867-001	C7867-001 sp001781625	0	0	0	0	0	0	0	0	0	0	29	0	0	0
3a9c0d6f6cf2feda426609e64ed6c3da	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	29	0	0	0
9d134b9673d7482f4ed43e2eca277adc	Bacteria	Bacteroidota	UBA10030	UBA10030	UBA10030	2-02-FULL-55-14	2-02-FULL-55-14 sp001802945	0	0	0	0	0	0	0	0	0	0	29	0	0	0
10f2379001b0a5f60654565b87e94659	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA2103	C7867-001	C7867-001 sp002429325	0	0	0	0	0	0	0	0	0	0	29	0	0	0
f1e7d61092aff19b9ca2aeb90e9c566d	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Quadrisphaeraceae	Pseudokineococcus	Pseudokineococcus lusitanus	0	0	0	0	0	0	0	0	0	0	0	29	0	0
171f4fb2e78f9b44d41f2332415a3c52	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	29	0	0
23e6ba020eeeffe934e00fac0fbcea55	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides_A_392796	Unassigned	0	0	0	0	0	0	0	0	0	0	0	29	0	0
0d8d6743dde5fa494f9b4cbfeb6b1d1a	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	29	0
5e0f0bd91b940170cc75d112dc2b6209	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales_507929	Azospirillaceae_507917	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	29	0
13609f3491e10b036ec701be5f9586f9	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	29	0
8a04e8c5bdebde843d7aba9c59a96918	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales_507929	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	29
1a8b110a665bf6f3a397ee51bc8f59ac	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	29
92de2f186d0cfc35371be4a60e7a92ae	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	29
2eda061a1b1eb7d391253680ee881440	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	29
11ce475f955e07b16f761d127233e8e4	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsis	Micropepsis pineolensis	0	0	0	0	0	0	0	0	0	0	0	0	0	29
b26ed8bb859f4075b9da9106e1e7315b	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Paracidobacterium	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	29
9af7c8997207cb68fc1c6d12ce5c4471	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Jatrophihabitantaceae	Unassigned	Unassigned	28	0	0	0	0	0	0	0	0	0	0	0	0	0
3f52e6e5e391fd9a768b2d9e3984bb6a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	28	0	0	0	0	0	0	0	0	0	0	0	0	0
49994ca01119fddc53b81c6403e63a0d	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	28	0	0	0	0	0	0	0	0	0	0	0	0	0
c13049627b35685af8847b4bca087b28	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unassigned	28	0	0	0	0	0	0	0	0	0	0	0	0	0
08583e445791484d50453d45dcb4b608	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium_A_383321	Unassigned	0	28	0	0	0	0	0	0	0	0	0	0	0	0
9d00fb6443affb5ee738d09be72abcdb	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Terriglobus_A	Terriglobus_A aquaticus	0	28	0	0	0	0	0	0	0	0	0	0	0	0
692040576367afb4b86ebed88d7f3e94	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Rhizobiaceae	Unassigned	Unassigned	0	28	0	0	0	0	0	0	0	0	0	0	0	0
e259f6002897ace3846b28c213586bf2	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Unassigned	Unassigned	Unassigned	0	28	0	0	0	0	0	0	0	0	0	0	0	0
